Ki [nM],pKi,standardized_smiles
200.0,6.698970004336019,CCCCCCc1ccc(C(CN)c2ccccc2)cc1
117.0,6.931814138253839,CCC(Oc1cccc(Cl)c1Cl)c1nc(Nc2ccccc2)nc(N2CCN(C)CC2)n1
1.29,8.88941028970075,O=c1c2cnccc2ccn1CCN1CCN(c2nsc3ccccc23)CC1
3020.0,5.519993057042849,CC1c2ccccc2C(=O)N2CCNCC12
66.9,7.174573882232177,c1ccc(Cc2ccnc3c2CCC2CNCCN32)nc1
5.8,8.236572006437063,Cc1ncc2c(=O)n(CCN3CCN(c4nsc5ccccc45)CC3)ccc2n1
11.89,7.924818145381308,CN1CCc2cc(Br)c(O)cc2C(c2ccccc2)C1
3.5,8.455931955649724,COc1cc2c3c(c1)N(C)CCN3C1CCN(CCCC(=O)c3ccc(F)cc3)CC21
2100.0,5.6777807052660805,CC1CN(Cc2ccc(-c3ccc(F)c(Cl)c3)cc2)C(=O)O1
158.49,6.799998134593398,Cc1cc2c(cc1C(F)(F)F)N(C(=O)Nc1ccc(OCc3ncccc3C)nc1)CC2
1498.0,5.824488186636552,CNCCC(c1ccccc1)c1ccccc1
8540.0,5.068542129310995,O=C1c2ccccc2C2CNCCN12
0.15,9.823908740944319,Cn1ncc(Cl)c1-c1cc(NC(=O)Nc2ccc(F)cc2F)ccc1OCCN1CCOCC1
28.54,7.544546031221372,CC(C)CC(=O)NC1CCC(CCN2CCC(c3cccc4c3OCO4)CC2)CC1
655.0,6.183758700008217,CCN1C(=N)N(C)C(=Cc2c[nH]c3ccccc23)C1=O
259.0,6.586700235918748,O=C1Nc2ccccc2C12CCN(CCN1CCC(c3ccc(F)cc3)CC1)C2
2310.0,5.636388020107856,CC1(c2cc3c(c(C(F)(F)F)c2)C(=O)N2CCNCC32)CC1
398.11,6.399996913372259,COc1ccc(N2Cc3cc(Cl)c(Cl)c(C)c3C2=O)cc1OCCN1CCC(C)CC1
351.0,6.454692883534176,O=C1Nc2ccccc2C12CCN(CCN1CCN(c3cccc(Cl)c3)CC1)C2
34.73,7.459295216689238,CC(C)C(O)C(=O)NC1CCC(CCN2CCN(c3cccc4c3OCO4)CC2)CC1
29.6,7.528708288941061,O=C(CCC(F)(F)F)NC1CCC(CCN2CCN(c3nccc4c3CCO4)CC2)CC1
28.0,7.552841968657781,CN1CCc2cc3ccccc3n2CC1
14980.0,4.824488186636552,Cc1ccc(Cl)cc1N(C)C(=O)c1cn(-c2ccc(F)cc2F)c(=O)c2ccccc12
1766.0,5.753009300758451,O=C1c2cccc3cccc(c23)N1CCCCCCN1CCN(c2ccccc2C(F)(F)F)CC1
398.11,6.399996913372259,O=C(O)C1=CCCN(C2CCC3(Cc4ccccc4Oc4ccccc43)C2)C1
2.224,8.65286521708998,CC(=O)NC1CCC(CCN2CCC(c3noc4cc(F)ccc34)CC2)CC1
620.0,6.2076083105017466,CCc1cccc(N2CCN(CC(F)CCNC(=O)c3cc4ccccc4[nH]3)CC2)c1Cl
2.45,8.610833915635467,Cc1nn(C)c2c1C(=O)N(CCN1CCN(c3noc4ccccc34)CC1)CCC2
75.9,7.11975822410452,O=C1c2ccc(F)cc2CC1CCN1CCN(c2ccccn2)CC1
15.0,7.823908740944319,CC(C)n1nc2c(c1-c1ccc(Cl)cc1Cl)CCNCC2
11.4,7.943095148663527,O=C(NC1CCC(CCN2CCN(c3nccc4c3CCO4)CC2)CC1)C(O)C(F)(F)F
540.0,6.267606240177032,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1
0.6,9.221848749616356,CCN(CCN1CCC(c2noc3cc(F)ccc23)CC1)C(=O)C(O)CCC(=O)OC
0.43,9.366531544420413,CN1CC(C(=O)N(CCF)CC(F)F)C=C2c3cccc4[nH]cc(c34)CC21
4565.0,5.340559218129682,Cc1cc(OCCCN2CCN(c3cnccn3)CC2)c2c(C)cc(=O)oc2c1
1000.0,6.0,COc1ccc(C2=CCN(c3cccc(F)c3)C2=O)cc1OCCN1CCCCC1
165.69,6.780703702056661,Nc1ccc(C(=O)CCCN2CCN(c3ccccn3)CC2)cc1
38.0,7.42021640338319,CC(C)C1CNCC2c3cccc(C(F)(F)F)c3C(=O)N21
0.08,10.096910013008056,CCN(C)CCc1c(-c2cccc(F)c2)[nH]c2ccccc12
10.9,7.962573502059376,CCN(CCN1CCC(c2noc3ccccc23)CC1)S(=O)(=O)CCO
188.0,6.72584215073632,CCC(Sc1cc(Cl)ccc1Cl)c1nc(N)nc(N2CCNCC2)n1
0.35,9.455931955649724,Fc1ccc2c(C3CNCCC3F)c(-c3cccnc3)[nH]c2c1
2.0,8.698970004336019,CC(C)n1nc2c(c1-c1ccc(C(F)(F)F)cc1)CCNCC2
6.9,8.161150909262744,O=Cc1cnn2ccc(-n3cc(CCCN4CCN(c5cccc(Cl)c5Cl)CC4)nn3)cc12
5.92,8.22767829327708,O=C(NC1CCC(CCN2CCN(c3nccc4c3CCO4)CC2)CC1)C1(O)CC1
158.49,6.799998134593398,O=C(O)CCNC1CCC2(Cc3ccccc3Cc3ccccc32)C1
336.0,6.4736607226101555,O=S(=O)(c1cccc2ncccc12)N1CCC(CCN2CCN(c3ccc(Cl)c(Cl)c3)CC2)CC1
20.1,7.696803942579511,O=C1NCc2ccc(OCCCN3CCN(c4cccc5cc(F)c(F)cc45)CC3)cc21
974.0,6.011441043121384,COc1cc2c3c(c1OCC1CC1)-c1cc(NC(C)=O)ccc1CC3N(C)CC2
48.0,7.318758762624412,COc1cccc(N2CCN(CCCOc3c(C(C)=O)c(C)cc4oc(=O)cc(C)c34)CC2)c1
258.0,6.58838029403677,O=C1NC2CNCC2c2cccc(Cl)c21
3.2,8.494850021680094,NCC1c2ccccc2Cc2cc(CCCc3ccccc3)ccc21
4.7,8.327902142064282,CN1CCCC(c2c(-c3ccccc3)[nH]c3ccccc23)C1
398.11,6.399996913372259,COc1ccc(N2CCC(c3ccc(Cl)c(Cl)c3)C2=O)cc1OCCN1CCC(C)(C)CC1
668.0,6.175223537524454,C=CCOc1c(OC)cc2c3c1-c1cc(NS(C)(=O)=O)ccc1CC3N(C)CC2
3700.0,5.431798275933005,CCCN1CCCN(c2ccc(O)c3c2OCC(=O)N3)CC1
131.0,6.882728704344236,COc1cccc2[nH]cc(CCNCc3ccc(-c4ccc(O)cc4)o3)c12
11.0,7.958607314841775,O=S(=O)(NCCCN1CCN(c2nsc3ccccc23)CC1)c1cc2ccccc2s1
551.0,6.258848401148215,CCC(Sc1cc(Cl)ccc1Cl)c1nc(N)nc(N2CCN(C)CC2)n1
19.5,7.709965388637482,CN(C)S(=O)(=O)NC1CCC(CCN2CCC(c3cccc4c3CCO4)CC2)CC1
9.3,8.031517051446064,Cc1nc2c(o1)C(=O)N(CCN1CCC(c3noc4ccccc34)CC1)CC2
309.03,6.509999358109048,O=C1CC(CN2CCC(C(=O)c3ccc(F)cc3)CC2)Cc2ncncc21
1.4,8.853871964321762,O=S(=O)(c1ccc(Cl)cc1)C1CCN(CCc2ccc(F)cc2F)CC1
0.14,9.853871964321762,O=C1CCc2ccc(OCCCCN3CCN(c4cccc5ccccc45)CC3)nc2N1
50.0,7.301029995663981,OCCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1
120.0,6.920818753952375,O=C1c2c(Cl)cccc2CC2CNCCN12
0.2,9.698970004336019,CC(C)Oc1ccc(COC(=O)N(Cc2ccc(Cl)cc2)C2CCN(C)CC2)cc1
1260.0,5.8996294548824375,CCc1c(CCC#N)cnc2c1CCC1CNCCN21
80.0,7.096910013008056,CN(C)C1Cc2ccccc2C(c2cccc(C(F)(F)F)c2)C1
60.26,7.219970872662661,O=C(Nc1cccc(Cn2ncc(N3CCNCC3)c(Cl)c2=O)c1)c1ccc(-c2ccccc2)cc1
1328.0,5.876801924968001,CC(C)(C)c1ccccc1OCCN1CCC(N(CC2CC2)S(=O)(=O)c2ccc(F)cc2)CC1
0.3311,9.480040819247932,O=S(=O)(NC1CCN(CCCc2noc3ccccc23)C1)c1ccc2ccccc2c1
17.46,7.757955760630449,O=C(NC1CCC(CCN2CCC(c3noc4cc(F)ccc34)CC2)CC1)c1ccc(N2CCOCC2)c(F)c1
223.7,6.65033401590337,CC(=O)Nc1ccc(OCCCCN2CCC(c3noc4cc(F)ccc34)CC2)cc1
80.0,7.096910013008056,CN(C)C1Cc2ccccc2C(C2CCCCC2)C1
2.84,8.546681659952963,COc1cccc(NC(=O)NC2CCC(CCN3CCN(c4nsc5ccccc45)CC3)CC2)c1
434.0,6.36251027048749,NC1=NCc2c(ccc(Cl)c2Cl)N1
13.1,7.882728704344236,OC(c1ccc(F)cc1)C1CCN(CCc2cccc(I)c2)CC1
680.0,6.167491087293763,CCc1cc(Cl)c(OC)c(N2CCN(CCC3CCC(NC(=O)N(C)C)CC3)CC2)c1
2.0,8.698970004336019,CN(Cc1cc(OCc2cc(F)ccc2F)n(CC2CCCC2)n1)C(=O)OC(C)(C)C
83.0,7.080921907623926,N#Cc1c2n(c3ccccc13)CCNCC2
157.0,6.804100347590766,O=S(=O)(c1cncc2ccccc12)N1CCC(CCN2CCN(c3cccc(Cl)c3)CC2)CC1
2.598,8.58536085326299,O=C(NC1CCC(CCN2CCC(c3noc4cc(F)ccc34)CC2)CC1)c1ccc(N2CCCCC2)cc1
4.0,8.397940008672037,CC(=O)c1c(C)cc2oc(=O)cc(C)c2c1OCCCN1CCN(c2ccc(Cl)cc2)CC1
58.94,7.2295898684860935,O=C1c2ccc(F)cc2CC1CCN1CCCN(c2ccccn2)CC1
8.0,8.096910013008056,COc1ccccc1N1CCN(CCCOc2ccc3c(C)cc(=O)oc3c2C(C)=O)CC1
1008.0,5.996539467890494,COc1ccc(NC(=O)N2CCN(c3ccc(Cl)cc3)CC2)cc1N1CCN(C)CC1
158.49,6.799998134593398,COc1ccc(N2CC=C(c3ccc(Br)cc3)C2=O)cc1OCCN1CCCCC1
0.5,9.301029995663981,CCN(CCN1CCC(c2c[nH]c3cc(F)ccc23)CC1)C(=O)C(C)O
771.165,6.112852689493971,O=C1c2ccc(Cl)cc2CC1CCN1CCc2ccccc2C1
118.0,6.928117992693875,CC(C)(C)Cc1ccnc2c1CCC1CNCCN21
230.0,6.638272163982407,CN(C)CCSc1cccc(C2CCCCC2)n1
24.31,7.6142150411566645,COC(C)CC(=O)NC1CCC(CCN2CCN(c3cccc4c3OCO4)CC2)CC1
1.294,8.888065723667319,C#CCSc1cc(OC)c(CCN)cc1OC
2.2954999999999997,8.63912270289796,C#CCCCSc1cc(OC)c(CCN)cc1OC
0.094,10.0268721464003,Cc1ccc2c(c1)C(C1=CC(C)N(C)CC1)=Nc1cc(Cl)ccc1N2
1.95,8.709965388637482,O=C(c1ccc(F)cc1)C1CCN(CCc2ccccc2I)CC1
1.6,8.795880017344075,O=C(c1cccn2ccnc12)N1CCN(CCc2ccc(F)cc2F)CC1
609.0,6.215382707367125,O=c1c(-c2ccccc2Cl)c2n(c(=O)n1CCCCN1CCCC(c3c[nH]c4ccccc34)C1)CCCC2
2831.0,5.548060130634897,COc1ccccc1N1CCN(CCCOc2c(C)cc(C)cc2C)CC1
29190.0,4.5347659050119855,O=S(=O)(Nc1cc(Sc2cccc3cccnc23)c(O)c2ccccc12)c1ccc(F)cc1
23.6,7.627087997029894,O=C(NC1CCC(CCN2CCC(c3cccc4c3CCO4)CC2)CC1)C1CC1
260.0,6.585026652029182,CN(C)C1Cc2ccccc2C(c2cccc(Br)c2)C1
398.11,6.399996913372259,Cc1cc2c(cc1C(F)(F)F)N(C(=O)Nc1ccc(Oc3cccnc3C)nn1)CC2
7.848,8.105241005628107,O=C(CC1CCC(O)CC1)NC1CCC(CCN2CCC(c3noc4cc(F)c(F)cc34)CC2)CC1
246.0,6.609064892896621,NCC1CC1c1ccccc1Br
2.6,8.585026652029182,O=C1CN2c3c(cccc3C3CN(CCCc4[nH]nc5cc(F)ccc45)CCC32)N1
3162.28,5.499999678657065,Cc1ccc2c(OCCN3CCC(Cc4cc(F)c5c(c4)NC(=O)CO5)CC3)cc(Cl)cc2n1
1.2,8.920818753952375,CCn1ncc2c1CCN(CCN1CCN(c3nsc4ccccc34)CC1)C2=O
5.1,8.292429823902063,Cc1cccc(N2CCN(CCCCNC(=O)C3CCc4ccccc4N3)CC2)c1
156.0,6.806875401645538,COc1ccccc1N1CCN(CCCCNC(=O)c2ccc3c(c2)Cc2ccccc2-3)CC1
51.0,7.292429823902063,CCc1cc2c(ccc3c(CC)nn(CC(C)N)c32)o1
14.0,7.853871964321762,O=S(=O)(NCCCN1CCN(c2nsc3ccccc23)CC1)c1ccc(F)c(Cl)c1
31.62,7.50003813440381,O=C1c2ccccc2CCCN1CCN1CCC(Oc2ccc(F)cc2)CC1
1995.26,5.700000503883016,Cc1cc2c(cc1C(F)(F)F)N(C(=O)Nc1ccc(OCCc3ccccn3)nc1)CC2
0.6457,9.18996921359416,CC1CC(NS(=O)(=O)c2cc3ccc(F)cc3s2)CN1CCCc1noc2cc(F)ccc12
12.0,7.920818753952375,CC(N)Cc1c[nH]c2ccc(O)cc12
1.42,8.847711655616944,COc1cccc(OC(=O)NC2CCC(CCN3CCN(c4nsc5ccccc45)CC3)CC2)c1
9.6,8.017728766960431,O=S(=O)(c1ccc(C=Cc2ccc(F)cc2)nc1)c1cccc(F)c1
398.11,6.399996913372259,COc1cc(OC)c(-c2ccccc2)cc1C(=O)CCCCN1CCC2(CC1)NC(=O)NC2=O
6.193,8.208098919990428,O=C(CC1CCCO1)NC1CCC(CCN2CCC(c3noc4cc(Cl)ccc34)CC2)CC1
630.96,6.199998172182031,O=C1N(CCN2Cc3ccccc3C2)CCN1c1cccc(Cl)c1
5.96,8.224753740259764,Cn1ncc2c1CCN(CCN1CCC(c3noc4ccccc34)CC1)C2=O
3.55,8.449771646944907,O=C1NCc2ccc(OCCCN3CCN(c4cccc5cccc(F)c45)CC3)c(Cl)c21
794.0,6.100179497572904,COc1ccc2c(c1)c(-c1c[nH]c(N)n1)cn2S(=O)(=O)c1ccccc1
1009.25,5.996001241917648,CCOC(=O)Cn1c(NCCCN2CCN(c3ccccc3)CC2)nc2c1c(=O)n(C)c(=O)n2C
6.5,8.187086643357144,CC(=O)c1c(OCCCCN2CCN(c3cccc(Br)c3)CC2)ccc2c(C)cc(=O)oc12
15.8,7.801342913045577,CC(C)COc1ccc(CCOC(=O)N(Cc2ccc(F)cc2)C2CCN(C)CC2F)cc1
433.0,6.363512103646634,c1ccc2c(c1)Cc1ccccc1C1OC(CN3CCOCC3)CC21
5.9,8.229147988357855,O=C(c1cnn2cc(Cl)ccc12)N1CCN(CCc2ccc(F)cc2F)CC1
107.0,6.97061622231479,c1ncc2c(c1CC1CCCCC1)CCC1CNCCN21
1539.0,5.812761380168522,COc1cccc(-c2[nH]ncc2N2CCNCC2)c1
648.98,6.1877686869029835,COc1cc2c(cc1OC)CN(CCCCc1nc3cc(Cl)ccc3s1)CC2
13.0,7.886056647693163,COC(C)CC(=O)NC1CCC(CCN2CCC(c3noc4cc(Cl)ccc34)CC2)CC1
37.5,7.425968732272281,COc1ccc2c(c1)Oc1cc(F)ccc1N=C2N1CCN(CC(C)(C)C(=O)O)CC1
65.7,7.182434630440219,COc1ccccc1N1CCN(CC=CCNC(=O)c2ccc3c(c2)Cc2ccccc2-3)CC1
650.0,6.187086643357144,CN(C)C1Cc2ccccc2C(c2cccc(-c3ccccc3)c2)C1
12.59,7.899974269892137,COc1ccc(Cl)cc1C(=O)CCCCN1CCC2(CC1)NC(=O)NC2=O
147.0,6.8326826652518236,O=S1(=O)c2cccc3cccc(c23)N1CCCCCCN1CCN(c2ccc(Cl)cc2)CC1
3.7,8.431798275933005,Cn1cc(Cl)c(C(=O)N2CCN(CC(=O)c3ccc(F)cc3)CC2)n1
125.89,6.900008766455316,COc1cc(Cl)ccc1C(=O)CCCCN1CCC2(CC1)NC(=O)NC2=O
586.0,6.23210238398191,O=C1c2c(Cl)cccc2C2CNCCN12
24.4,7.61261017366127,CCCc1cnc2c(c1CC)CCC1CNCCN21
14.04,7.852632892206214,Clc1ccc(Nc2nc(N3CCNCC3)nc3ccccc23)cc1
1995.26,5.700000503883016,COc1ccc(N2CCN(c3cccc(F)c3)C2=O)cc1OCCN1CCCCC1
77.0,7.113509274827518,Cc1cccc(N2CCN(CCCCNC(=O)C3CCc4ccccc4N3)CC2)c1
0.1,10.0,COc1cc(Cl)ccc1CN(C(=O)OCc1ccc(OC(C)C)cc1)C1CCN(C)CC1
88.7,7.052076380168273,CC(=O)OC(CCNC(=O)c1ccc(-c2ccccn2)cc1)CN1CCN(c2cccc(Cl)c2Cl)CC1
501.19,6.299997602857746,COc1ccc(CCCN2CCC(CCC(=O)c3cc(Cl)c(N)c4c3OCCO4)CC2)cc1OC
140.0,6.853871964321762,COc1cccc(N2CCN(CCCCNC(=O)c3ccccn3)CC2)n1
22.0,7.657577319177793,COc1cccc(CN2CCC(NC(=O)c3ccc(-c4cccs4)cc3)C2)c1
3.8,8.42021640338319,O=S(=O)(NCCCN1CCC(c2noc3cc(F)ccc23)CC1)c1ccc(OC(F)(F)F)cc1
26.0,7.585026652029182,Cc1ccc(S(=O)(=O)N(CCCCCCN2CCN(c3nsc4ccccc34)CC2)c2ccccc2)cc1
630.96,6.199998172182031,Cc1cc2c(cc1C(F)(F)F)N(C(=O)Nc1ccc(OCc3ccccn3)nc1)CC2
240.0,6.619788758288394,O=Cc1cnn2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc12
270.0,6.568636235841013,O=C1Nc2ccccc2C12CCN(CCN1CCN(c3ccc(Cl)c(Cl)c3)CC1)C2
50.12,7.299988937677887,O=C(O)C1(F)CCN(C2CCC3(Cc4ccccc4Cc4ccccc43)C2)CC1
1.0,9.0,Cc1ccc(-c2c3c(nn2C(C)C)CCNCC3)cc1
20.76,7.68277265082358,O=C(NC1CCC(CCN2CCC(c3cccc4c3OCO4)CC2)CC1)C(O)C(F)(F)F
11050.0,4.95663772197887,Nc1nc(NCCNc2ccccc2)nc(NCCc2c[nH]c3ccccc23)n1
0.57,9.244125144327509,CC(C)COc1ccc(CNC(=O)N(Cc2ccc(F)cc2)C2CCN(C)CC23CC3)cc1
480.0,6.318758762624412,Oc1ccc(N2CCN(CCCCOc3ccn4nccc4c3)CC2)c2c1OCCO2
12.0,7.920818753952375,COCCC(=O)NC1CCC(CCN2CCN(c3ncc(C)c4occc34)CC2)CC1
32.0,7.494850021680094,CCOc1ccccc1-c1cc(Cl)cc2cc3n(c12)CCNCC3
15.49,7.809948582240794,O=S(=O)(NC1CCN(CCCc2noc3ccccc23)C1)c1ccc(F)cc1
2883.0,5.540155357611792,Clc1ccc(-c2[nH]ncc2N2CCNCC2)cc1
1367.0,5.864231485432177,COc1ccc2c(c1)C(CN)c1ccccc1C2
27.96,7.553462832926356,O=C(CC1CCCO1)NC1CCC(CCN2CCC(c3cccc4c3OCO4)CC2)CC1
4817.0,5.3172233536855655,CCC(Oc1ccccc1)c1nc(N)nc(N2CCNCC2)n1
16.76,7.775725985705742,CC(=O)NC1CCC(CCN2CCC(c3noc4cc(C)ccc34)CC2)CC1
4.4,8.356547323513812,CN(C)CCc1c(-c2ccccc2)[nH]c2ccccc12
404.0,6.393618634889395,O=C1Nc2ccccc2C12CCN(CCN1CCC(c3ccc(Cl)cc3)CC1)C2
39.81,7.400007822415902,CC(N)Cn1ccc2cc(Cl)c(F)cc21
1.2,8.920818753952375,O=C1c2cnc(C3CC3)nc2CCN1CCN1CCN(c2nsc3ccccc23)CC1
570.0,6.2441251443275085,CCCCCCOc1cc2c(cc1OC)-c1c(OC)c(OC)cc3c1C(C2)N(C)CC3
3920.0,5.406713932979542,Brc1ccnc2c1CCC1CNCCN21
1584.89,5.800000874803203,CC1CCN(CCC2CCCN2S(=O)(=O)c2cccc3ccccc23)CC1
427.0,6.369572124974976,CCC(Sc1ccccc1)c1nc(N)nc(N2CCN(C)CC2)n1
20.96,7.6786087216883105,COC(=O)NC1CCC(CCN2CCN(c3cccc4c3OCO4)CC2)CC1
9.8,8.008773924307505,CCN(CCN1CCC(c2c[nH]c3ccccc23)CC1)C(=O)C(C)O
0.398,9.400116927926312,CN1CCC(N(Cc2ccc(F)cc2F)C(=O)OCc2ccc(C(C)(F)F)cc2)CC1
10.2,7.991399828238082,CC(C)C(=O)NC1CCC(CCN2CCN(c3nccc4c3CCO4)CC2)CC1
633.98,6.197924442475747,COc1ccccc1N1CCN(CCCOn2c(O)c3c(c2O)C2(C)CC(=O)C3C(C)C2)CC1
367.0,6.43533393574791,CCCNCCc1cccc2[nH]cc(S(=O)(=O)c3ccccc3)c12
1297.0,5.88706002391592,CC(C)c1cccc(OCCN2C3CCC2CC(NS(=O)(=O)c2cccc(F)c2)C3)c1
13.0,7.886056647693163,Cc1ccc2c(c1)Oc1cc(F)ccc1C(N1CCN(CC(C)(C)C(=O)O)CC1)=N2
5.08,8.29413628771608,CC(=O)NC1CCC(CCN2CCC(c3coc4ccccc34)CC2)CC1
120.9,6.917573699139228,CN(C)C(=O)NC1CCC(CCN2CCC(c3cccc4c3CCO4)CC2)CC1
9333.0,5.029978734171634,Cn1cncc1-c1c[nH]c2ccc(Br)cc12
50.12,7.299988937677887,CN1CCc2ccc(NS(=O)(=O)c3ccc(-c4ccc(F)c(Cl)c4)cc3)cc2CC1
18.8,7.72584215073632,O=C(NC1CCC(CCN2CCN(c3nccc4c3CCO4)CC2)CC1)c1ccc(C(F)(F)F)cc1
1.0,9.0,COc1ccc(NC(=O)Nc2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc1-c1c(Cl)cnn1C
197.0,6.705533773838407,O=S(=O)(c1cccc2ncccc12)N1CCC(CCN2CCN(c3cccc(Cl)c3)CC2)CC1
12.59,7.899974269892137,CN(C)C1CCC2(Cc3ccccc3Cc3ccccc32)C1
4.9,8.309803919971486,COc1cc(CN2CCOCC2)ccc1OCCCN1CCC(c2noc3cc(F)ccc23)CC1
5.602,8.25165689551245,O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12
240.0,6.619788758288394,CC1SC(c2ccc(-c3ccccc3)cc2)=NC1Cc1c[nH]cn1
134.0,6.872895201635193,c1cc(CC2CCC2)c2c(n1)N1CCNCC1CC2
470.0,6.327902142064283,CCCCN1CCN(c2cc(CC)cc(Cl)c2OC)CC1
15.05,7.822463500070138,O=C1NCN(c2ccccc2)C12CCN(CCCOc1ccc(F)cc1)CC2
6.5,8.187086643357144,Fc1ccc2c(C3CCN(CCCOc4ccc(CN5CCCCC5)cc4F)CC3)noc2c1
24.0,7.619788758288394,CC(C)n1nc2c(c1-c1ccccc1)CCNCC2
90.5,7.043351420794797,CN(C)CC1CC2c3ccccc3OCc3ccccc3C2O1
0.3162,9.500038134403809,COc1ccc(NC(=O)Nc2ccc(C(C)C)cc2)cc1-c1c(Br)cnn1C
5600.0,5.251811972993799,O=C(NC1CCN(Cc2ccc(OC(F)(F)F)cc2)C1)c1cccc(-c2cccs2)c1
36.0,7.443697499232712,Cc1ccc2on(CC3CC4c5ccccc5Oc5ccc(Br)cc5C4O3)c2c1
501.19,6.299997602857746,COc1ccc(N2Cc3cc(Cl)c(Cl)cc3C2=O)cc1OCCN1CCC(C)CC1
89.0,7.050609993355087,CC(N)Cn1ncc2cc(F)ccc21
0.398,9.400116927926312,CCN1CCC(N(Cc2ccc(F)cc2F)C(=O)OCc2ccc(OC(C)C)cc2)CC1
6900.0,5.161150909262744,O=C1CCc2ccc(OCCCCN3CCN(C(=O)c4ccccn4)CC3)cc2N1
36.0,7.443697499232712,CC1(C)CN2CCNCc3ccc(Br)c1c32
613.76,6.212001418845449,CCCCn1c(NCCCN2CCN(c3ccccc3)CC2)nc2c1c(=O)n(C)c(=O)n2C
12000.0,4.920818753952375,NC1c2ccccc2Cc2ccccc21
3981.07,5.40000018605658,COc1cc2c(cc1C(F)(F)C(F)(F)F)N(C(=O)Nc1cccnc1)CC2
1.349,8.869988050328097,Cc1ccc2sc(S(=O)(=O)NC3CCN(CCCc4noc5ccccc45)C3)cc2c1
13.0,7.886056647693163,Cc1ccc2c(c1)Oc1cc(C(F)F)ccc1C(N1CCN(CC(C)(C)C(=O)O)CC1)=N2
1.07,8.97061622231479,CN(C(=O)NC1CCC(CCN2CCN(c3nsc4ccccc34)CC2)CC1)c1cccs1
418.0,6.3788237182249645,COc1cc2c(cc1OCc1ccc(Br)cc1)CC1c3c(cc(OC)c(OC)c3-2)CCN1C
0.45,9.346787486224656,CCN(CC(F)(F)F)C(=O)C1C=C2c3cccc4[nH]cc(c34)CC2N(C)C1
461.0,6.336299074610352,c1ccc(-c2ccc(CNCCc3c[nH]c4ccccc34)o2)cc1
0.15,9.823908740944319,Cc1c2c(nn1C)CCN(CCN1CCN(c3nsc4ccccc34)CC1)C2=O
2.3,8.638272163982407,Cc1cc2c(cn1)C(=O)N(CCN1CCN(c3noc4ccccc34)CC1)CC2
187.0,6.728158393463501,CCCCOc1cc2c3c(c1OC)-c1cc(OC)c(OC)cc1CC3N(C)CC2
1.023,8.99012436628784,Cc1cccc(S(=O)(=O)NC2CCN(CCCc3noc4ccccc34)C2)c1
1541.0,5.812197361281581,CCOC(=O)c1cccc(NC2=NC(N(C)C)=NC3(CCCCC3)N2)c1
19.95,7.700057099977233,O=C(O)C1CCN(C2CCC3(Cc4ccccc4Cc4ccccc43)C2)C1
0.1,10.0,CC(C)Oc1ccc(COC(=O)N(Cc2ccc(F)cc2OC(F)(F)F)C2CCN(C)CC2)cc1
53.0,7.275724130399211,Fc1ccc(SCCCN2CCN(c3ccc(Cl)cc3)CC2)cc1
1488.0,5.82739706879014,O=c1c(-c2ccc(Cl)cc2)c2n(c(=O)n1CCCCN1CCCC(c3c[nH]c4ccccc34)C1)CCCC2
32.0,7.494850021680094,Clc1ccc2c(c1)N1CCNCC1C2
44.0,7.356547323513812,CC1CN2CCNCc3ccc(Cl)c1c32
238.0,6.623423042943488,COc1cccc(N2CCN(CCCCNC(=O)c3cccc(C)n3)CC2)c1
10.1,7.995678626217358,Fc1ccc2c(C3CCN(CCCOc4ccc(CN5CCCC5)cc4Cl)CC3)noc2c1
66.7,7.175874166083451,O=C(NCCCCN1CCN(c2ccc(F)cc2)CC1)c1[nH]nc2ccccc12
29.0,7.5376020021010435,COc1ccc2[nH]cc(CCNCc3ccc(-c4cccc(O)c4)o3)c2c1
1810.0,5.7423214251308154,O=C(NC1CCC(CCN2CCN(c3cccc(Cl)c3Cl)CC2)CC1)c1ccnc2ccccc12
14.0,7.853871964321762,C1=C(c2c[nH]c3cccc(-c4ccccc4)c23)CNCC1
0.22,9.657577319177793,CC(O)c1ccccc1S(=O)(=O)c1ccc(C=Cc2ccc(F)cc2)cc1
670.0,6.173925197299173,CCCNCc1ccc(Cl)c(-c2ccccc2OC)c1
31.0,7.508638306165727,CC(N)Cn1ccc2ccc3ncccc3c21
152.0,6.818156412055227,CC1(C)Cc2c(c3cccc4c3n2CCNC4)C(C)(C)C1
4.169,8.379968104873702,O=S(=O)(NC1CCN(CCCc2noc3ccccc23)C1)c1cccc(Cl)c1
1.2,8.920818753952375,Nc1cc(F)ccc1C(=O)CCCN1CCC2C(C1)c1cccc3c1N2CCC3
6.14,8.211831628858832,CC1(O)CCC(C(=O)NC2CCC(CCN3CCN(c4nccc5c4CCO5)CC3)CC2)CC1
2.666,8.57413985492216,O=C(NC1CCC(CCN2CCC(c3noc4cc(F)ccc34)CC2)CC1)c1ccc(Cl)cc1
630.96,6.199998172182031,O=C(O)CC1CCN(C2CCC3(Cc4ccccc4Cc4ccccc43)C2)CC1
