Ki [nM],pKi,standardized_smiles
5011.87,5.300000202445418,O=C(Nc1ccc(OCc2ccccn2)nc1)N1CCc2cc(C(F)(F)F)ccc21
679.0,6.168130225719498,O=C(NCCCCN1CCN(c2cccc(Cl)c2Cl)CC1)c1ccc2c(c1)Cc1ccccc1-2
125.89,6.900008766455316,Cc1cc2c(cc1Cl)N(C(=O)Nc1cnc(Oc3cccnc3C)c(Cl)c1)CC2
251.095,6.600161935212324,Cc1ncccc1Oc1ccc(NC(=O)N2CCc3cc(Cl)c(Cl)cc32)cn1
330.0,6.481486060122113,O=C(NCC=CCN1CCN(c2cccc(Cl)c2Cl)CC1)c1ccc2c(c1)Cc1ccccc1-2
1581.0,5.801068130067791,CCOc1ccccc1-c1ccc2c(c1)N1CCNCCC1C2
25.8,7.58838029403677,CC(C)(C)c1ccc(C(=O)CCCN2CCC(OC(c3ccccc3)c3ccccc3)CC2)cc1
0.51,9.292429823902063,O=C(c1ccc(F)cc1)C1CCN(CCc2cccc(I)c2)CC1
805.0,6.094204119632131,c1ccc2c(c1)CC1CCNCCN21
387.525,6.411700275062638,CC(N)Cc1c[nH]c2ccccc12
8500.0,5.070581074285707,COc1cc(Br)c2c3c1CC(N)CC3CO2
4.0,8.397940008672037,c1ccc2c(c1)Cc1ccccc1C21CCNC1
4770.0,5.321481620959886,OC1(c2ccc(Cl)cc2)CC2CCC(C1)N2Cc1c[nH]c2ccccc12
2800.0,5.552841968657781,OC1(c2ccc(Cl)c(Cl)c2)CC2CCC(C1)N2Cc1c[nH]c2ccccc12
70.1,7.154281982033341,OC1(c2ccc(Cl)cc2)CC2CCC(C1)N2Cc1csc2ccccc12
171.0,6.767003889607846,OC1(c2ccc(Cl)cc2)CC2CCC(C1)N2Cc1coc2ccccc12
1.3,8.886056647693163,CN1C2CCC1CC(N1CCC(c3c(-c4ccccc4)[nH]c4ccccc34)CC1)C2
30.0,7.522878745280337,CCN1CCc2cc3ccccc3n2CC1
1000.0,6.0,N=C(N)NC(=O)c1ccc2c(c1)Cc1ccccc1-2
8700.0,5.060480747381382,Fc1cccc2c1nc(OCC1CCN(CCCC(F)(F)F)CC1)c1cccnc12
426.0,6.370590400897281,Clc1ccc(-c2cc(Cl)cc3c2N2CCNCCC2C3)c(Cl)c1
351.0,6.454692883534176,CC(N)CN1CCc2ccc(Br)cc21
40.0,7.3979400086720375,O=C(c1c2n(c3ccccc13)CCNCC2)C(F)(F)F
512.86,6.2900011719748115,COc1ccccc1N1CCN(CC2CC(=O)c3ccccc3C2)CC1
63.1,7.199970640755866,CC(=O)c1ccc2c(c1)CC(CN1CCC(C(=O)c3ccc(F)cc3)CC1)CC2=O
23.994999999999997,7.61987924573156,CN1CCc2c(c3cccc4c3n2-c2ccccc2CC4)C1
738.655,6.131558358061694,CN1CCc2c(c3cccc4c3n2Cc2ccccc2C4)C1
257.0133333333333,6.5900443457625295,CN1CCc2c(c3cccc4c3n2CCc2ccccc2-4)C1
23.44,7.630042392653947,Nc1ccc2c(c1)C(=O)C(CCN1CCC(C(=O)c3ccc(F)cc3O)CC1)CC2
31.62,7.50003813440381,CC(=O)c1ccc2c(c1)CC(CN1CCC(c3noc4cc(F)ccc34)CC1)CC2=O
15.85,7.79997073344623,O=C1CC(CN2CCC(c3noc4cc(F)ccc34)CC2)Cc2cc(-c3ccccc3)ccc21
630.96,6.199998172182031,O=C1CC(CN2CCC(C(=O)c3ccc(F)cc3)CC2)Cc2cc(-c3ccccc3)ccc21
158.49,6.799998134593398,COc1ccccc1N1CCN(CCC2CCc3ccc(N)cc3C2O)CC1
6.607,8.179995693191682,Nc1ccc2c(c1)C(O)C(CCN1CCC(c3noc4cc(F)ccc34)CC1)CC2
4.467,8.349984047528162,Nc1ccc2c(c1)C(O)C(CCN1CCC(C(=O)c3ccc(F)cc3O)CC1)CC2
5.012,8.299988937677888,Nc1ccc2c(c1)C(=O)C(CCN1CCC(c3noc4cc(F)ccc34)CC1)CC2
42.66,7.36997914888659,COc1ccccc1N1CCN(CCC2CCc3ccc(N)cc3C2=O)CC1
29.0,7.5376020021010435,O=Cc1c2n(c3ccccc13)CCNCC2
88.0,7.055517327849832,Cc1ccccc1-c1cc(Cl)cc2c1N1CCNCCC1C2
102.0,6.991399828238082,Clc1cc2c(c(-c3ccccc3Cl)c1)N1CCNCCC1C2
10.0,8.0,c1ccc2c3c([nH]c2c1)CCNCC3
19.95,7.700057099977233,COc1ccc(OC)c(C(=O)CCCCN2CCC3(CC2)NC(=O)NC3=O)c1
114.82,6.9399824574684,O=C(CCCN1CCN(CC2CC(=O)c3ccccc3C2)CC1)c1ccc(F)cc1
141.0,6.85078088734462,Fc1ccccc1-c1cc(Cl)cc2c1N1CCNCCC1C2
756.0,6.121478204498794,COc1ccc(Cl)cc1-c1cc(Cl)cc2c1N1CCNCCC1C2
4.6,8.337242168318426,COc1ccc2[nH]cc(CC(C)N)c2c1
70.0,7.154901959985743,Clc1ccc(Cl)c(-c2cc(Cl)cc3c2N2CCNCCC2C3)c1
82.0,7.086186147616283,Clc1ccccc1-c1cccc2c1N1CCNCCC1C2
28.0,7.552841968657781,CN1CCc2cc3ccccc3n2CC1
46.0,7.337242168318426,NC(=O)c1c2n(c3ccccc13)CCNCC2
18.0,7.7447274948966935,c1ccc2c(c1)cc1n2CCNCC1
12.0,7.920818753952375,Cc1c2n(c3ccccc13)CCNCC2
39.81,7.400007822415902,CC(N)Cn1ccc2cc(Cl)c(F)cc21
152.0,6.818156412055227,CC1(C)Cc2c(c3cccc4c3n2CCNC4)C(C)(C)C1
199.0,6.701146923590294,c1cc2c3c(c1)c1c(n3CCNC2)CCCCC1
68.7,7.16304326294045,c1ccc(C2CCN(CC3CC4c5ccccc5Sc5ccccc5C4O3)CC2)cc1
2884.03,5.540000226349733,Cn1ccc2c3c(ccc21)N(C(=O)Nc1cccnc1)CC3
922.0,6.035269078946371,c1cc2c3c(c1)c1c(n3CCNC2)CCC1
17.3,7.761953896871205,CN1CCN(CC2CC3c4ccccc4Sc4ccccc4C3O2)CC1
1000.0,6.0,Cc1c(S(=O)(=O)Nc2ccc3nccc(N4CCN(C)CC4)c3c2)sc2ccc(Cl)cc12
100.0,7.0,Cc1cccc2c1ccn2CC(C)N
40.0,7.3979400086720375,CN(C)CCc1c[nH]c2ccccc12
10.0,8.0,COc1ccc2c(c1)-c1c(ccn1CC(C)N)C2(C)C
433.0,6.363512103646634,CN1CCN(CC2CC3c4ccccc4Cc4ccccc4C3O2)CC1
0.911,9.040481623027002,CN1CC2c3ccccc3Oc3ccc(Cl)cc3C2C1
215.6,6.666351243485299,CCOc1c(OC)cc(CCN)cc1OC
369.0,6.432973633840939,CC(C(O)c1ccc(O)cc1)N1CCC(Cc2ccccc2)CC1
3162.28,5.499999678657065,COc1cccc2c1Cc1ccn(CC(C)N)c1-2
100.0,7.0,CC(N)Cn1ccc2c1-c1cc(Br)ccc1C2
2290.34,5.640100042042967,COc1ccc(OC(F)(F)F)cc1CNC1CCCNC1c1ccccc1
79.43,7.100015437450609,CC(C)n1nc(C(=O)NCC2CCN(CCc3ccc(N)cc3)CC2)c2ccccc21
120.7,6.91829272990265,CC(C)Oc1ccccc1Cc1c(N)nc(SCCN2CCN(Cc3cccc(C(F)(F)F)c3)CC2)nc1N
1.995,8.700057099977233,CN1CCC2C(C1)c1cccc3c1N2c1ccccc1CS3
10.0,8.0,Cc1noc2c1C(=O)CC(CN1CCC(c3c[nH]c4cc(F)ccc34)CC1)C2
125.89,6.900008766455316,Cc1nc2c(o1)CC(CN1CCC(C(=O)c3ccc(F)cc3)CC1)CC2=O
19.95,7.700057099977233,Cc1nc2c(o1)CC(CN1CCC(c3noc4cc(F)ccc34)CC1)CC2=O
5.012,8.299988937677888,Cc1nc2c(o1)CC(CN1CCC(c3c[nH]c4cc(F)ccc34)CC1)CC2=O
79.43,7.100015437450609,Cc1nc2c(o1)CC(CN1CC=C(c3c[nH]c4cc(F)ccc34)CC1)CC2=O
281.84,6.549997369826814,O=C1CC(CN2CCC(C(=O)c3ccc(F)cc3)CC2)Cc2nc(N3CCCC3)sc21
19.95,7.700057099977233,O=C1CC(CN2CCC(c3noc4cc(F)ccc34)CC2)Cc2nc(N3CCCC3)sc21
7.943,8.100015437450608,O=C1CC(CN2CCC(c3c[nH]c4cc(F)ccc34)CC2)Cc2nc(N3CCCC3)sc21
39.81,7.400007822415902,O=C1CC(CN2CC=C(c3c[nH]c4cc(F)ccc34)CC2)Cc2nc(N3CCCC3)sc21
0.54,9.267606240177031,CN1CCN2c3c(cccc31)C1CN(CCCC(=O)c3ccc(F)cc3)CCC12
0.94,9.0268721464003,O=C(CCCN1CCC2C(C1)c1cccc3c1N2CCN3)c1ccc(F)cc1
2.1,8.67778070526608,CCN1CCN2c3c(cccc31)C1CN(CCCC(=O)c3ccc(F)cc3)CCC12
7.5,8.1249387366083,CC(C)N1CCN2c3c(cccc31)C1CN(CCCC(=O)c3ccc(F)cc3)CCC12
14.0,7.853871964321762,CCCCN1CCN2c3c(cccc31)C1CN(CCCC(=O)c3ccc(F)cc3)CCC12
4.7,8.327902142064282,O=C(CCCN1CCC2C(C1)c1cccc3c1N2CCN3Cc1ccccc1)c1ccc(F)cc1
4.0,8.397940008672037,CN1CCN2c3c(cc(Br)cc31)C1CN(CCCC(=O)c3ccc(F)cc3)CCC12
3.5,8.455931955649724,COc1cc2c3c(c1)N(C)CCN3C1CCN(CCCC(=O)c3ccc(F)cc3)CC21
5.8,8.236572006437063,CN1CCN2c3c(cccc31)C1CN(CCCC(=O)c3ccccc3)CCC12
4.7,8.327902142064282,CN1CCN2c3c(cccc31)C1CN(CCCC(=O)c3ccncc3)CCC12
2.4,8.619788758288394,CN1CCN2c3c(cccc31)C1CN(CCCOc3ccc(F)cc3)CCC12
671.0,6.1732774798310075,CN1CCN2c3c(cccc31)C1CN(CCNC(=O)c3ccc(F)cc3)CCC12
3.3,8.481486060122112,CN1CCN2c3c(cccc31)C1CN(CCCc3noc4ccccc34)CCC12
2.5,8.602059991327963,CN1CCN2c3c(cccc31)C1CN(CCCc3noc4cc(F)ccc34)CCC12
18.0,7.7447274948966935,CN1CCN2c3c(cccc31)C1CN(CCCc3[nH]nc4cc(F)ccc34)CCC12
50.0,7.301029995663981,CN1CCN2c3c(cccc31)C1CN(CC3CC(c4ccc(F)cc4)=NO3)CCC12
702.0,6.153662887870195,Cc1ccn2c(=O)c(CCN3CCC4C(C3)c3cccc5c3N4CCN5C)c(C)nc2c1
4.6,8.337242168318426,CN1CCN2c3c(cccc31)C1CN(CCCC(=O)c3ccc(F)cc3)CCC12
324.0,6.489454989793388,CN1CCN2c3c(cccc31)C1CN(CCCC(=O)c3ccc(F)cc3)CCC12
5.5,8.259637310505756,O=C(CCCN1CCC2C(C1)c1cccc3c1N2CCN3)c1ccc(F)cc1
1.7,8.769551078621726,CN1CCN2c3c(cccc31)C1CCN(CCCC(=O)c3ccc(F)cc3)CCC12
17.0,7.769551078621726,CN1CCN2c3c(cccc31)C1CCN(CCCC(=O)c3ccc(F)cc3)CCC12
5.7,8.244125144327509,CC1CN(C)c2cccc3c2N1C1CCN(CCCC(=O)c2ccc(F)cc2)CC31
5.2,8.2839966563652,CN1CC(C)(C)N2c3c(cccc31)C1CN(CCCC(=O)c3ccc(F)cc3)CCC12
1.0,9.0,O=C(CCCN1CCC2C(C1)c1cccc3c1N2CCC3)c1ccc(F)cc1
7.7,8.113509274827518,O=C(CCCN1CCC2C(C1)c1cccc3c1N2CCC3)c1ccc(F)cc1
2.9,8.537602002101044,O=C(CCCN1CCC2C(C1)c1cccc3c1N2CC3)c1ccc(F)cc1
1.1,8.958607314841775,O=C(CCCN1CCC2C(C1)c1cccc3c1N2CCCC3)c1ccc(F)cc1
1.3,8.886056647693163,O=C(CCCN1CCC2C(C1)c1cccc3c1N2CCS3)c1ccc(F)cc1
0.89,9.050609993355087,O=C(CCCN1CCC2C(C1)c1cccc3c1N2CCO3)c1ccc(F)cc1
14.0,7.853871964321762,O=C(CCCN1CCC2c3cccc4c3N(CCO4)C2CC1)c1ccc(F)cc1
320.0,6.494850021680094,CC(=O)c1ccc2c(c1)oc(=O)n2CCCCN1CCN(c2ccc(F)cc2)CC1
2010.0,5.696803942579511,CSc1ccccc1N1CCN(CCCCCC(=O)N2Cc3ccccc3CC2C(N)=O)CC1
5.7,8.244125144327509,COc1ccc(Cc2c(N)nc(SCCN3CCN(Cc4ccccc4Cl)CC3)nc2N)cc1
123.0,6.910094888560602,CN1CCC(c2cccc3cc(S(=O)(=O)c4ccccn4)cnc23)CC1
0.39,9.4089353929735,CN1CCN(c2cccc3cc(S(=O)(=O)c4cccc(F)c4)cnc23)CC1
42.0,7.376750709602099,Clc1cccc(COc2ccc(Br)cc2OC2CNC2)c1
225.0,6.647817481888637,Cc1nc(COc2ccc(Cl)cc2OC2CNC2)cs1
5.0,8.301029995663981,FC(F)(COc1ccc(Cl)cc1OC1CNC1)c1ccccc1
605.0,6.218244625347531,CC(Oc1ccc(C(F)(F)F)cc1OC1CNC1)c1cccc(C(F)(F)F)c1
3100.0,5.508638306165727,O=C1CC(c2ccccc2)CN1c1cnc2c(N3CCNCC3)cccc2c1
28.0,7.552841968657781,c1ccc(CN2CCC(c3c(-c4ccccc4)[nH]c4ccccc34)CC2)cc1
30.7,7.512861624522813,CN(C)CC1CC2c3ccccc3Sc3ccccc3C2O1
104.0,6.982966660701219,CN(C)CC1CC2c3ccccc3Cc3ccccc3C2O1
1064.0,5.9730583720409705,CN(C)CC1CC2c3ccccc3COc3ccccc3C2O1
2.8,8.55284196865778,CCN(CC)CCc1c(-c2ccccc2)[nH]c2ccccc12
486.41,6.31299750507542,COc1ccccc1N1CCN(CCCN2CCCn3c2nc2c3c(=O)n(C)c(=O)n2C)CC1
80.7,7.09312646527793,CN(C)CC1CC2c3ccccc3N(C)c3ccccc3C2O1
0.43,9.366531544420413,CCN(C)CCc1c(-c2ccc(F)cc2)[nH]c2ccccc12
2.5,8.602059991327963,CN(C)CC1CC2c3ccccc3Cc3ccccc3N2O1
0.08,10.096910013008056,CCN(C)CCc1c(-c2cccc(F)c2)[nH]c2ccccc12
15.0,7.823908740944319,O=S(=O)(NCCCCN1CCN(c2nsc3ccccc23)CC1)c1ccc(F)c(Cl)c1
791.0,6.101823516502323,Fc1ccc2c(CCNCc3cccc(OCC(F)(F)C(F)F)c3)c[nH]c2c1
433.0,6.363512103646634,O=C(c1ccc(F)cc1)C1CCN(CC2CC3c4ccccc4Cc4ccccc4C3O2)CC1
22.0,7.657577319177793,CCOC(=O)c1cc2cc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)ccn2n1
16.0,7.795880017344075,OCc1cc2cc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)ccn2n1
240.0,6.619788758288394,O=Cc1cnn2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc12
56.0,7.251811972993799,O=Cc1cc2cc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)ccn2n1
5.85,8.232844133917819,ON=Cc1cnn2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc12
7.9,8.102372908709558,ON=Cc1cc2cc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)ccn2n1
490.0,6.309803919971486,N#Cc1cnn2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc12
81.0,7.0915149811213505,N#Cc1cc2cc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)ccn2n1
100.0,7.0,Cc1ccc2c(c1)-c1c(ccn1CC(C)N)C2(C)C
199.765,6.699480600386214,CC(N)Cn1ccc2cc(Cl)ccc21
138.01999999999998,6.86005797693002,Cc1ccc(N2CCN(CCCCc3ccc(F)cc3)CC2)nc1
8.8,8.05551732784983,Cc1cccc(S(=O)(=O)NCCN2CCN(c3nsc4ccccc34)CC2)c1
1.3,8.886056647693163,Cc1cccc(S(=O)(=O)NCCCN2CCN(c3nsc4ccccc34)CC2)c1
0.4,9.397940008672037,Cc1cccc(S(=O)(=O)NCCCCN2CCN(c3nsc4ccccc34)CC2)c1
25.0,7.6020599913279625,O=S(=O)(NCCCN1CCN(c2nsc3ccccc23)CC1)c1ccc(Cl)c(Cl)c1
12.0,7.920818753952375,O=S(=O)(NCCCCN1CCN(c2nsc3ccccc23)CC1)c1ccc(Cl)c(Cl)c1
14.0,7.853871964321762,O=S(=O)(NCCCN1CCN(c2nsc3ccccc23)CC1)c1ccc(F)c(Cl)c1
9.5,8.022276394711152,O=S(=O)(NCCCN1CCN(c2nsc3ccccc23)CC1)c1ccc(OC(F)(F)F)cc1
2.2,8.657577319177793,O=S(=O)(NCCCCN1CCN(c2nsc3ccccc23)CC1)c1ccc(OC(F)(F)F)cc1
9.1,8.040958607678906,O=S(=O)(NCCCN1CCN(c2nsc3ccccc23)CC1)c1cccs1
5.5,8.259637310505756,O=S(=O)(NCCCCN1CCN(c2nsc3ccccc23)CC1)c1cccs1
0.9,9.045757490560675,O=S(=O)(NCCN1CCN(c2nsc3ccccc23)CC1)c1ccc2ccccc2c1
10.0,8.0,O=S(=O)(NCCCN1CCN(c2nsc3ccccc23)CC1)c1ccc2ccccc2c1
1.5,8.823908740944319,O=S(=O)(NCCCCN1CCN(c2nsc3ccccc23)CC1)c1ccc2ccccc2c1
13.0,7.886056647693163,O=S(=O)(NCCCN1CCN(c2nsc3ccccc23)CC1)c1ccc2cc(Cl)ccc2c1
8.1,8.09151498112135,O=S(=O)(NCCCCN1CCN(c2nsc3ccccc23)CC1)c1ccc2cc(Cl)ccc2c1
11.0,7.958607314841775,O=S(=O)(NCCCN1CCN(c2nsc3ccccc23)CC1)c1cc2ccccc2s1
6.0,8.221848749616356,O=S(=O)(NCCCCN1CCN(c2nsc3ccccc23)CC1)c1cc2ccccc2s1
9.5,8.022276394711152,O=S(=O)(NCCCN1CCN(c2nsc3ccccc23)CC1)c1cc2ccc(Cl)cc2s1
6.5,8.187086643357144,O=S(=O)(NCCCCN1CCN(c2nsc3ccccc23)CC1)c1cc2ccc(Cl)cc2s1
14.0,7.853871964321762,Cc1c(S(=O)(=O)NCCCN2CCN(c3nsc4ccccc34)CC2)sc2ccc(F)cc12
6.5,8.187086643357144,Cc1c(S(=O)(=O)NCCCCN2CCN(c3nsc4ccccc34)CC2)sc2ccc(F)cc12
12.0,7.920818753952375,O=S(=O)(NCCCN1CCN(c2nsc3ccccc23)CC1)c1cnc2ccccn12
8.1,8.09151498112135,O=S(=O)(NCCCCN1CCN(c2nsc3ccccc23)CC1)c1cnc2ccccn12
8.4,8.075720713938118,O=S(=O)(NCCCN1CCN(c2nsc3ccccc23)CC1)c1cccc2scnc12
7.5,8.1249387366083,O=S(=O)(NCCCCN1CCN(c2nsc3ccccc23)CC1)c1cccc2scnc12
4200.0,5.376750709602099,Cc1cccc(S(=O)(=O)NCCCN2CCN(c3noc4ccccc34)CC2)c1
26.0,7.585026652029182,Cc1cccc(S(=O)(=O)NCCCCN2CCN(c3noc4ccccc34)CC2)c1
290.0,6.5376020021010435,O=S(=O)(NCCCN1CCN(c2noc3ccccc23)CC1)c1ccc(Cl)c(Cl)c1
10.0,8.0,O=S(=O)(NCCCCN1CCN(c2noc3ccccc23)CC1)c1ccc(Cl)c(Cl)c1
98.0,7.008773924307505,O=S(=O)(NCCCN1CCN(c2noc3ccccc23)CC1)c1ccc(F)c(Cl)c1
17.0,7.769551078621726,O=S(=O)(NCCCCN1CCN(c2noc3ccccc23)CC1)c1ccc(F)c(Cl)c1
950.0,6.022276394711152,O=S(=O)(NCCCN1CCN(c2noc3ccccc23)CC1)c1ccc(OC(F)(F)F)cc1
210.0,6.6777807052660805,O=S(=O)(NCCCCN1CCN(c2noc3ccccc23)CC1)c1ccc(OC(F)(F)F)cc1
970.0,6.013228265733755,O=S(=O)(NCCCN1CCN(c2noc3ccccc23)CC1)c1cccs1
2700.0,5.568636235841013,O=S(=O)(NCCCCN1CCN(c2noc3ccccc23)CC1)c1cccs1
110.0,6.958607314841775,O=S(=O)(NCCCN1CCN(c2noc3ccccc23)CC1)c1ccc2ccccc2c1
0.7,9.154901959985743,O=S(=O)(NCCCCN1CCN(c2noc3ccccc23)CC1)c1ccc2ccccc2c1
7.7,8.113509274827518,O=S(=O)(NCCCCN1CCN(c2noc3ccccc23)CC1)c1ccc2cc(Cl)ccc2c1
410.0,6.3872161432802645,O=S(=O)(NCCCN1CCN(c2noc3ccccc23)CC1)c1cc2ccccc2s1
190.0,6.721246399047171,O=S(=O)(NCCCCN1CCN(c2noc3ccccc23)CC1)c1cc2ccccc2s1
63.0,7.200659450546418,O=S(=O)(NCCCN1CCN(c2noc3ccccc23)CC1)c1cc2ccc(Cl)cc2s1
11.0,7.958607314841775,O=S(=O)(NCCCCN1CCN(c2noc3ccccc23)CC1)c1cc2ccc(Cl)cc2s1
1200.0,5.920818753952375,Cc1c(S(=O)(=O)NCCCN2CCN(c3noc4ccccc34)CC2)sc2ccc(F)cc12
7.4,8.130768280269024,Cc1c(S(=O)(=O)NCCCCN2CCN(c3noc4ccccc34)CC2)sc2ccc(F)cc12
13.0,7.886056647693163,O=S(=O)(NCCCCN1CCN(c2noc3ccccc23)CC1)c1cnc2ccccn12
3300.0,5.481486060122113,O=S(=O)(NCCCN1CCN(c2noc3ccccc23)CC1)c1cccc2scnc12
6100.0,5.214670164989233,O=S(=O)(NCCCCN1CCN(c2noc3ccccc23)CC1)c1cccc2scnc12
3.5,8.455931955649724,Cc1cccc(S(=O)(=O)NCCN2CCC(c3noc4cc(F)ccc34)CC2)c1
3.7,8.431798275933005,Cc1cccc(S(=O)(=O)NCCCN2CCC(c3noc4cc(F)ccc34)CC2)c1
2.1,8.67778070526608,Cc1cccc(S(=O)(=O)NCCCCN2CCC(c3noc4cc(F)ccc34)CC2)c1
2.2,8.657577319177793,O=S(=O)(NCCCN1CCC(c2noc3cc(F)ccc23)CC1)c1ccc(Cl)c(Cl)c1
4.9,8.309803919971486,O=S(=O)(NCCCCN1CCC(c2noc3cc(F)ccc23)CC1)c1ccc(Cl)c(Cl)c1
1.5,8.823908740944319,O=S(=O)(NCCCN1CCC(c2noc3cc(F)ccc23)CC1)c1ccc(F)c(Cl)c1
9.0,8.045757490560675,O=S(=O)(NCCCCN1CCC(c2noc3cc(F)ccc23)CC1)c1ccc(F)c(Cl)c1
3.8,8.42021640338319,O=S(=O)(NCCCN1CCC(c2noc3cc(F)ccc23)CC1)c1ccc(OC(F)(F)F)cc1
3.6,8.443697499232712,O=S(=O)(NCCCCN1CCC(c2noc3cc(F)ccc23)CC1)c1ccc(OC(F)(F)F)cc1
5.1,8.292429823902063,O=S(=O)(NCCCN1CCC(c2noc3cc(F)ccc23)CC1)c1cccs1
9.5,8.022276394711152,O=S(=O)(NCCCCN1CCC(c2noc3cc(F)ccc23)CC1)c1cccs1
0.7,9.154901959985743,O=S(=O)(NCCN1CCC(c2noc3cc(F)ccc23)CC1)c1cccc2ccccc12
1.7,8.769551078621726,O=S(=O)(NCCCN1CCC(c2noc3cc(F)ccc23)CC1)c1cccc2ccccc12
0.6,9.221848749616356,O=S(=O)(NCCCCN1CCC(c2noc3cc(F)ccc23)CC1)c1cccc2ccccc12
1.8,8.744727494896694,O=S(=O)(NCCN1CCC(c2noc3cc(F)ccc23)CC1)c1ccc2ccccc2c1
2.8,8.55284196865778,O=S(=O)(NCCCN1CCC(c2noc3cc(F)ccc23)CC1)c1ccc2ccccc2c1
1.7,8.769551078621726,O=S(=O)(NCCCCN1CCC(c2noc3cc(F)ccc23)CC1)c1ccc2ccccc2c1
3.1,8.508638306165727,O=S(=O)(NCCCN1CCC(c2noc3cc(F)ccc23)CC1)c1ccc2cc(Cl)ccc2c1
0.6,9.221848749616356,O=S(=O)(NCCCCN1CCC(c2noc3cc(F)ccc23)CC1)c1ccc2cc(Cl)ccc2c1
1.6,8.795880017344075,O=S(=O)(NCCCN1CCC(c2noc3cc(F)ccc23)CC1)c1csc2ccccc12
5.7,8.244125144327509,O=S(=O)(NCCCCN1CCC(c2noc3cc(F)ccc23)CC1)c1csc2ccccc12
0.9,9.045757490560675,O=S(=O)(NCCCN1CCC(c2noc3cc(F)ccc23)CC1)c1cc2ccccc2s1
0.55,9.259637310505756,O=S(=O)(NCCCCN1CCC(c2noc3cc(F)ccc23)CC1)c1cc2ccccc2s1
2.6,8.585026652029182,O=S(=O)(NCCCN1CCC(c2noc3cc(F)ccc23)CC1)c1cc2ccc(Cl)cc2s1
0.8,9.096910013008056,O=S(=O)(NCCCCN1CCC(c2noc3cc(F)ccc23)CC1)c1cc2ccc(Cl)cc2s1
2.3,8.638272163982407,Cc1c(S(=O)(=O)NCCCN2CCC(c3noc4cc(F)ccc34)CC2)sc2ccc(F)cc12
0.7,9.154901959985743,Cc1c(S(=O)(=O)NCCCCN2CCC(c3noc4cc(F)ccc34)CC2)sc2ccc(F)cc12
1.0,9.0,Cc1c(S(=O)(=O)NCCCCN2CCC(c3noc4cc(F)ccc34)CC2)sc2ccc(Cl)cc12
6.5,8.187086643357144,O=S(=O)(NCCCN1CCC(c2noc3cc(F)ccc23)CC1)c1cnc2ccccn12
9.5,8.022276394711152,O=S(=O)(NCCCCN1CCC(c2noc3cc(F)ccc23)CC1)c1cnc2ccccn12
9.1,8.040958607678906,O=S(=O)(NCCCN1CCC(c2noc3cc(F)ccc23)CC1)c1cccc2scnc12
8.5,8.070581074285707,O=S(=O)(NCCCCN1CCC(c2noc3cc(F)ccc23)CC1)c1cccc2scnc12
19.6,7.707743928643524,CN(C)CC1CC2c3ccccc3Cc3ccccc3C2O1
2.5,8.602059991327963,CN(C)CC1CC2c3ccccc3Cc3ccccc3C2O1
48.6,7.313363730737707,CNCC1CC2c3ccccc3Cc3ccccc3C2O1
2531.0,5.596707854841746,Cc1cc2c3c(c1)c1c(n3CCNC2)CCC1
0.19,9.721246399047171,CCN(C)CCc1c(-c2cc(C(F)(F)F)cc(C(F)(F)F)c2)[nH]c2ccccc12
7.3,8.136677139879543,O=C1NCCN1CCN1CCC(c2c(-c3ccccc3)[nH]c3ccccc23)CC1
0.54,9.267606240177031,CN1CCN2c3c(cccc31)C1CN(CCCC(=O)c3ccc(F)cc3)CCC12
92.6,7.033389013318065,CN(C)CC1CC2c3ccccc3Oc3ccccc3C2O1
317.0,6.498940737782249,OC1(c2ccc(Cl)cc2)CC2CCC(C1)N2CCCCc1ccc(F)cc1
236.0,6.627087997029894,OC1(c2ccc(Cl)cc2)CC2CCC(C1)N2CCCOc1ccc(F)cc1
89.0,7.050609993355087,OC1(c2ccc(Cl)cc2)CC2CCC(C1)N2CCCSc1ccc(F)cc1
509.0,6.293282217663241,OC1(c2ccc(Cl)cc2)CC2CCC(C1)N2CCCSc1cccc(F)c1
115.0,6.939302159646388,OC1(c2ccc(Cl)cc2)CC2CCC(C1)N2CCCSc1ccccc1F
4.52,8.344861565188618,CN1CCc2cc(NCc3ccccc3)c(O)cc2C(c2ccccc2)C1
10.3,7.987162775294828,CN1CCc2cc(NCc3cccc(Cl)c3)c(O)cc2C(c2ccccc2)C1
9.95,8.002176919254275,Cc1cccc(CNc2cc3c(cc2O)C(c2ccccc2)CN(C)CC3)c1
192.0,6.716698771296451,Cc1ccccc1CNc1cc2c(cc1O)C(c1ccccc1)CN(C)CC2
862.0,6.064492734175287,Cc1ccc(CNc2cc3c(cc2O)C(c2ccccc2)CN(C)CC3)cc1
163.0,6.787812395596042,Cc1cccc(-c2cc3c(cc2O)C(c2ccccc2)CN(C)CC3)c1
826.0,6.083019952679618,CN1CCc2cc(-c3ccc(O)cc3)c(O)cc2C(c2ccccc2)C1
